id,profileName,Text,date,title,rating,images,helpful,Colour,Style name
R3DNZYRTWYD3BT,Divyansh dt,This product at this price range is awesome but still i am giving 2 stars because when it launched i have order this packaging is awesome booklet design and now i have ordered again same for my brother and packaging is in one cardboard box only and amazon delivery guy behavior is worst so i am giving 2 star to this product,Reviewed in India on 2 July 2021,Kindly not change packaging and give same as before,2,,15,Forest Green,Flair
R3O88B8IEWEJGK,Nisha  Deshpande, This product is really amazing we love the product it's very easy to use and very much fancy it sound quality is very good amazing sound quality and even the product looks very fancy and very nice to use the touch quality that they have given in this is really amazing will love the product thank you so much noise and Amazon both.,Reviewed in India on 30 May 2021,Sound quality 🥰🥰🥰😍😍😍,5,https://images-na.ssl-images-amazon.com/images/I/D1mkc+ts8wS.jpg,15,Stone Blue,Flair
R2U8A8ZVUJI0PH,BRD,"If you gonna buy for the packaging experience that you see in reviews on YouTube, don't, the packaging is not nearly good as you see, and I hate when companies be deceptive like this so was initially going to give one star.But thought of using the product before writing a review, and it's actually good, battery is great, call quality is great, build quality is also good, the magnetic strength is pathetic.Touch button has lesser accidental clicks than I thought, but I don't see the point in giving touch button and not volume button separately.Could have been better",Reviewed in India on 6 August 2021,Almost disappointing,4,,11,Carbon Black,Flair
R1SLFNJ0SVEFZP,Pushpraj Janghel,Sound quality poor.. 1 hour review..,Reviewed in India on 4 June 2021,Poor sound quality... Dislike 😤,1,https://images-na.ssl-images-amazon.com/images/I/C1EnxzvCNPS.jpg,15,Carbon Black,Flair
R3FMJBJ92QTS5N,Chintupataballa,sound quality is balanced mids and vocals are crystal clear and bass is also balanced not low bass best under the price range overall this product is good for calls and music lowers,Reviewed in India on 29 May 2021,better than oneplus bass edition,5,,12,Carbon Black,Flair
R23N6ZTV8XHAE6,Pubali poddar," I received the product on 12th February and the product was installed on 14th Feb. There were some charging issues initially as battery would drain out within few (5-6hrs) of average usage like answering phone calls etc.However, on Feb 23rd post the battery drained out completely, I chaged it for 1-1.5hr and post that the deavice is completely dead!!!There is no way I can get the device switched on!This device has 1 year warranty and i have already registered it. I need this replaced!!@noise - very dissatisfied with the Product...",Reviewed in India on 23 February 2022,Product Dead within a week!!!,1,https://m.media-amazon.com/images/I/71dXppZe+NL.jpg,7,Cobalt Blue,Sense
R1KKV4CIT23U33,Anshul,"product is nice, well build, battery backup is very good bt not as told by brand which is 35 hrs. it roughly gives 23-24 hr backup. i m using 5wt adapter and inbox cable so no heating issue. sound quality is best under this price range. (bt bass is little muddy according to me not that thumpy) bt sound is very loud. can't use it over 75% sound. I ordered 3 noise flair neckbands. 1 out 3 have some issue over folded plastic near the edge(swollen up) . except this i have no issue. love noise products, used almost all of them. well done. keep it up. 👍🏻",Reviewed in India on 10 June 2021,noise is better then boat always.. 😂,5,,9,Carbon Black,Flair
R31KVV58JO1SRE,Rahul,EXCELLENT go for it nice sound nice design nice buds superb light weight wow gohead...👍,Reviewed in India on 29 May 2021,Excellent noise flair thanks amazon,5,,11,Stone Blue,Flair
R1GOWP1ZKH5Z6I,Raj Roy,"* This earphone is good 👌👌👌💪* Battery Life is good 🔋upto 30 hours backup in 10% to 60% volume💪👌🔋* Sound is good mix based 👌👌* 👉Calling experience is vary bad 👎🏿👎🏻👎🏿👎🏽👎🏿👎🏿👎🏿* Charging time is too fast, full charge in 40 minutes 💪💪👌👌👉👉👉I think 🤔 green 💚colour is batter as others colour..❌❌❌But❎❎❎ ""noise cancellation"" is Not Working 👎🏿👎🏿👎🏿👎🏿👎🎤👎👎😡😡😡",Reviewed in India on 17 June 2021,"Not 🚫 for calling, Vary bad performance for calling",4,"https://images-na.ssl-images-amazon.com/images/I/91rECndNYEL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1GR7TJulAL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1z47y7Vo5L.jpg
https://images-na.ssl-images-amazon.com/images/I/B14wTD-zhjS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1Sm9RXujBS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1SmUjwFWsS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1fHnKvJlUS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1ZNQ3Zx2vS.jpg",9,Forest Green,Flair
R28DF8AW59P9Q3,Rohit Gupta,"Ordered but Amazon delivered something else. Got replacement but... (Read below)Though it comes fully charged but in package it is mentioned “Use only after charging”. So, I Started using it after charging to 100 percent.The bass was great.Noise cancellation is upto the mark. (As expected)Build quality is awesome. It fits perfectly in ear.Touch controls are very smooth and handy.Trust me you'll not need any buttons to change volume. (Use Google assistant)Go for it. ❤️",Reviewed in India on 1 September 2021,Make some noise,4,,6,Mist Grey,Flair
R1G73INTNZMDDQ,Sujith Abraham,Con1) The device gets switched off if not in active usage will have power up and  re connect to use2) very big latency in video playback3) when you are in a call the sound keeps getting cut4) In call other party won't hear your voice clearPro1) can connect 2 divice simultaneous2) good build3) Good fit in your ear,Reviewed in India on 29 October 2021,Not worth it,1,,5,Jet Black,Sense
R2OC70A3I3JY01,Fatimah Aleem,Have been using it for 3 weeks charges within 35 minutes on a 15w charger and it lasts for 3 days easily with phones without Dolby Atmos and for a WEEK for Phones with Dolby Atmos (it gets pretty loud with 20% volume itself) the sound quality is very good and there's no lag while playing BGMI and COD and music quality is really good and bass is okay..And built quality is very good.And the main highlight is the touch sensitive controls...Which no one offers in this price range..If you want a good looking earphones at this price range you can go for this one definitely recommending it for everyone.,Reviewed in India on 19 August 2021,One of the best Bluetooth earphones!,5,,4,Carbon Black,Flair
R3G7QCVY2Q7I6V,Prince,"Quality and sound is best touch control ,👌look best👌",Reviewed in India on 29 May 2021,Ab tak best neckband hai noise 😊👌👌👌👌💯,5,https://images-na.ssl-images-amazon.com/images/I/81USl3ekAHL.jpg,11,Carbon Black,Flair
R2DA0AVTBK9ZJ0,Sanket Jagtap,"Pros:1. Awesome battery life2. Super lightweight.3. Call vibration.Cons:1. Either You have to stick the earpiece together or wear them in ear .. other wise the neckband will fall off as its ultra lightweight.2. Dual pairing actually sucks . If you pair it do another device . You'll face crazy ass delay in audio on both the devices.3. It's made up of cheap plastic material not silicon.4. It doesn't support fast charging. You'll have to have charger >=15 watts. Or use power bank.5. The sound is just loud not crisp.6. connectivity range is small , You cant across the room without carrying the phone with you .There are other better  options available at this price point.",Reviewed in India on 22 January 2022,buy this one if you really don't have an option,2,,4,Jet Black,Sense
R1LOA02K35A56L,ashish gaur,"3 start only for the build quality and 2 device pairing, the sound quality is good but not best the voice is crisp but not so loud base, the main drawback is passive touch system, this is ordinary touch not fingerprint recognised touch it means you will frustrate using this because it Play pause everytime mostly, I supposed to use this in gym but you cannot able to use it because the touch sensor is so sensitive means on every rap of bichaps it stop playing. Overall good product of they use fingerprint sensor and improve bass",Reviewed in India on 24 July 2021,The touch sensor is frustrating,3,,4,Forest Green,Flair
R1A64O7GKTGNGC,Ritesh Shinde,"After 1 months usage I am writing this review.Pro:Quick charging just 40 mins.Good Sound quality and voice quality.Good noise cancelationLight weightEasy to use1 click swift switching ( in case of dual connectivity)Connectivity is good and quickly connects.Vibration alert is also good.Touch control is also good.Battery life is also good I don't know whether it is actually 35 hrs as I have not checked it, but normally after an usage of 14-15hrs daily mostly calls I tend to recharge it after 7 days.Sleek designCons:App should have been there to control or configure/ reset the device.Build quality is good but could have been better as plastic is used instead of metal.No other cons as of now.Overall its a good package, I love it as it has all the features which I ever wanted.I am satisfied with the product.",Reviewed in India on 16 July 2021,Decent Product by Noise.,4,,4,Carbon Black,Flair
R5QPWRM5INAC5,Amit Tyagi,"That product is just a gimmick, amazon should unlist it right now!!--> Rs.500 neckband sounds better then it--> No volume control--> Not sync with laptop volume control--> 1 touch button is its total ISP, it's worthless--> No music enjoy, it sounds feel quite sharp on ears all the time--> Heavy Buds.--> Not returnable, not refundable only replaceable.--> Zero rating from me, if amazon allows me to do that.--> All my user experiece went bad with this neckband and after 3 days its stop working.--> I wish to place a refund request but amazon allows only replacement.--> Replacement is still packed, I want my refund. Not going to use it again .--> Want my money back .",Reviewed in India on 15 January 2022,Total Garbage!!,1,,2,Forest Green,Flair
REB6HFYC44MO9,Ambersingh,"Sound quality is good better then boat, battery life is amazing you can easily use it for 2-3 day in a single charge but i found some issue on sensor sometimes it work sometimes not and when you are in one call and there is another incoming call on you phone so you can't able to recive it and there is some sensor issue.",Reviewed in India on 6 June 2021,Sound is balanced lovely sound but their is some sensor issue,3,,6,Carbon Black,Flair
R2VAMN1H0RM6YK,Amazon Customer,"The volume levels are very bad. The range between two volume levels is too much. And when connected to laptops, there's just no way you can listen to anything at lower volumes, its too loud at volume level 1. And then it just goes blasting your ears.And the customer support is very poor. When a complaint is raised, there's just no communication apart from the automated replies that I got.But a major plus point would be the battery. It lasts a veryyyy long time with a single charge, lasts for 4-5 days.",Reviewed in India on 22 October 2021,Very bad volume control,1,,4,Mist Grey,Flair
R2472E2WD86R6W,Prateek Rathore," I m not a music enthusiast but i love the ease to use it.Pros:Easy to connectEasy and light weight to carryGood material qualityGood sound quality, okish noise cancellationType C charging portComfortable in earsCons:Not so good touch controlsSometimes little difficult to connectBattery doesnt last even a day, hardly 1.5 to 2 hrs",Reviewed in India on 6 March 2022,"Superb, love it",4,,3,Carbon Black,Flair
R32X4U9TVR1T8N,Naval,"After using product for 3 months below is the reviewProsFast chargingBattery back upFast connect to previously connected deviceConsOverall weight slightly on higher sideOkayish noise cancellingIf you are in cozy position then high chances of triggering touch controlOverall i would say bang for buck, if you are looking for a neckband with fast charging, great battery backup & overall good sound go for this product. I have personally tried multiple products in this price range of all competitor brands but this one was best out of all of them.",Reviewed in India on 31 March 2022,Great product at this price,5,,1,Mist Grey,Flair
RV6QCKZXZ0A5T,anand siva,"I use a Bose AE Soundlink Headphones (for music & movies), AirPods (for voice calls and phone connect) and needed one that did a good job for meetings. This product really surprised me - for its features, for its functionality and for its quality. And within a week, I had to gift 2 of my colleagues, chose this almost spontaneously. So have bought 3 so far! So, why have I not rated them 5? The Sound quality can be a lot better - there's a very slight muffle that comes across. The touch controls are super sensitive - not designed for real use, so sensitive that even when I just adjust my collar or brush my cheeks, music starts playing, or call gets cut. The need to get that perfect, and I won't hesitate to rate them 5. Battery life is excellent, charging is nice and fast and its a great product, easily good to be priced higher!",Reviewed in India on 6 September 2021,Lovely product,4,,1,Forest Green,Flair
R2N0QQU4MUJE53,Zaid ansari ,"Got this for 1299 in great Indian sale.Product worked fine at the start. I may have used it for 4-5 hours within 15 days. Then suddenly the product stopped charging. I tried different chargers, different cables, still it is not charging.Service center people also confirmed about the product bug and manufacturing defect.The service center was giving on spot replacement for realme, 8-9 days replacement for boat products but the replacement product will be delivered at our address.But for noise, they took the earphones, gave me a slip and informed me that after 8-10 days when the company sends them the replacement, they will call me and I'll again have to travel 12 kms to collect the replaced earphones.",Reviewed in India on 13 October 2021,Worst earphones. Not working within 15 days of purchase,1,,2,Carbon Black,Flair
R2H28OXH1FICDB,Manish Rathod,Item is working very well. its battery life is good not as company claim 35 hours in one full charge but good to use. Touch control is working nicely. Only one thing I miss that volume control in this item other wise product is so good to use. I m satisfy with this noise flair.,Reviewed in India on 7 June 2021,MUST BUY,5,,5,Carbon Black,Flair
R2CUSHFFMXJAXZ,Hitesh Sawant,"Reviewing after nearly a month of use.Like -Good balanced sound qualityLook good & premiumPerfect & steady fit in ears, doesn't looseEnough playtime - nearly 30-35 hrs as claimedFast charging - less than hourMIC quality is also goodCall vibration alert - best featureLatency - good oneSoft touch control.Dislike -No volume control, have to depend on mobile volume controlNeed to improve on noise cancellationTouch control - feather touch, other object touch like shirt collar also worksThe ear piece magnet quality needs improvement as it gets separated easily, thus turns on unnecessarily.Overall a good product at the price.  It should have been manufactured in India instead of China.Thanks.Review after 10 months of use....Suddenly the headset start getting disconnect from mobile bluetooth, had to reconnect again n again.  Complain online to Noise through their website.  They home picked the faulty device n replaced with another one nearly after 15-20 days since it was within warranty.  It doesn't look like a brand new headset but close to it.Now after using the new one for about a month, sometimes the volume lowers down; then I have to unpaid n repair again & it works fine.Apart from such bugs rest is ok.Thanks.",Reviewed in India on 28 July 2021,Very Good product,4,,1,Stone Blue,Flair
RCE3H6MOV7G1S,SK,"The Product make is faulty, had 3 replacements done for this...waited to order the product but when received1. The right ear bud was cracking sound like in a faulty speaker2. Was completely dead on day2 after hardly any use3. Third replacement had left ear cracking soundExtremely disappointed when was eagerly looking forward to use this product....its a complete waste...",Reviewed in India on 25 July 2021,Faulty Make in 3 replacements,1,,3,Mist Grey,Flair
R3MKJ6JMRJOV15,Shana,"It will get disconnect if the earbuds are attached or magnitised to each other then how are we supposed to get call vibration alert..showing some connection problems as well when it is moved from a statutory position.1. Bad sound quality (people will say that audio could be subjective. But I am certain that for music, these sound bad. If you really don't care about that, well, check the next point).2. The earbuds, as fancy and premium they look in the photos, are painful to put on in real life. Half an hour of usage and I found myself throwing them away. The buds were too large, and the rubber hook, too hard. Contrastingly, I own a Realme Buds Wireless (2 years old now), and I couldn't even feel I'm wearing it for long times.3. The touch button is a gimmick. Sometimes, it works. Sometimes it doesn't.",Reviewed in India on 17 January 2022,"Gdqlty but 2 fetre is misin vol key,call vibration doesn't work ..wen the earbuds are detached",4,https://m.media-amazon.com/images/I/61xuQvnHVgL.jpg,2,Carbon Black,Flair
R31693TAZX3RBQ,Vijay,"I have used it for 2 days impressed with its function and suppressed due to below mentioned points. Worth to buy but be specific for your requirements.I got already used and teared box. With good amount of year wax in buds,😱🤮Good thingsGood functionGood battery 🔋8 min 7 to 8 hrs.Good for callGood for GamingOk ok built qualityOk ok sound qualityBad thingsCable needs to be strongVolume up down is not available (have to tell mobile by long press to up or down volume).Sound base thumping is missing.Do not compare with JBL or SONY for sound.Baki sab acha hai 😉",Reviewed in India on 23 September 2021,Not so good Not so bad,4,"https://m.media-amazon.com/images/I/61Eko3wCWqL.jpg
https://m.media-amazon.com/images/I/71tvy8AD3XL.jpg
https://m.media-amazon.com/images/I/B1idRn6UQjS.jpg
https://m.media-amazon.com/images/I/B1lVHlMp5dS.jpg",2,Carbon Black,Flair
R8K4YXPZAX23T,Asmita saha," It's a quality product but i don't feel it worthy, just before this i used another brand (like boat, etc etc) those are far more better than this actually its look, consistency, battery is better compared to other brands and noise cancellation is best thing in this but sound quality is not good to other brands. So i will not preferred anyone to buy this but in earphones sound quality is important to me. So i will buy any other brands which will be cheaper than this and provide a good sound quality. So if you want better sound quality then don't go for it. Thank you🥰",Reviewed in India on 7 April 2022,It's a good product but not worthy at all,4,https://m.media-amazon.com/images/I/814bXDRS5eL.jpg,2,Jet Black,Sense
R2IZ1K3FCYR8OA,Sam,"Just used for 3 days and giving review... Battery backup is good, Sound is also good and loud.... Its good for music.... But for calls not comfortable and not loud also very difficult to use in outside traffic.... Also after few minutes ears start etching or due to bulky design of ear buds start paining..... Not comfortable for calling as per my experience... For music sound is superb.......................... Updates after one month use it goes dead.... Stopped working no charging and no led blinks.... Total dead automatically.... Now have to register complain at noise portal and they have arranged for pick up my neckband through bluedart... But don't know what they will do repair or replace... God knows... Had same kind of experience with boult company they just send me back some other repaired product.... From 4 stars degrading to 2 for my mistake for ordering this product.....",Reviewed in India on 10 September 2021,Ok.. Ok.. product...,2,,0,Mist Grey,Flair
R10484PVDIHNI7,Jothi,The product at this price is really worth. Very faster connectivity while connecting through bluetooth. Touch is working perfectly. Worth the money. The material of neckband is also skin friendly.Sound quality - It is very good at even lower volume the noise cancellation (cancels the environmental sound while listening to music or calls) is perfectly working.Battery life - long lasting one,Reviewed in India on 8 June 2021,"Must buy, the best!",5,,2,Carbon Black,Flair
R2MB757HAR0UUD,Shreya Maitraiyee," Absolutely the worst neckbands i've used till date. The specifications given by the brand looks good but only the battery life sums up to my expectations.The minimum volume on my device sounds like this on the neckband ( watch the video i've attached).This neckband Triggers headache within 30 minutes of listening.Sound is too loud and irritating bass is moderate noise cancellation is good. Battery life is good , one full charge goes one and a half day ( as per your usage).But what's good if the neckband has sound problems?!Go for the one plus bullets neckband range they provide absolute good features and has a good sound and battery range.",Reviewed in India on 7 January 2022,"SOUND TOO LOUD , HURTS YOUR EAR",1,,2,Carbon Black,Flair
RWM516PD6BW0Q,Partha sarathi,"Product is pretty goodQuality is averageVibration mode in headset, option to stop vibration in headset is not available so, those who purchasing this product must bare that irritating  vibration on shoulders or around neck on every incoming call, which can't be put to an endBattery backup is good, lasting for long time",Reviewed in India on 29 April 2022,Everything is good,4,,1,Jet Black,Sense
R1OB7T3OC5UYI0,Dinesh Vishwakarma,Good Features:1. Quick connectivity2. No need to press any button for on/off3. Battery life is awesome which gives me full day calls and video access without rechargingAverage in:1. Bass Quality should be more better like BOULT (Which I'm using). Not good for this price2. Noise Cancellation should be more better compare to BOULT (which I'm using),Reviewed in India on 30 December 2021,Awesome Product,5,https://m.media-amazon.com/images/I/61v7AXDvCAL.jpg,1,Carbon Black,Flair
RGNMZ4DBVN7AG,Abhishek,Error no. 1 the wire cant ve adjusted as in make it small or big as oer our needError no. 2 it won't turn off after few weeks of purchasedError  no. 3 it don't connect with multiple devices smoothly as my previous boult headphones doError no. 4 very bad buttons designAtlast just want to say if your budget is medium theb go for other products may be boat or boult but not this one.I regretted may be after you buy you too will do because they won't refund they will replace the other one but only after long and annoying process.,Reviewed in India on 14 November 2021,Honestly not good as described by seller...,2,,2,Jet Black,Sense
R3S975ALTIPUYN,Vineet Ratnaparkhi,"Product Quality:- No noise cancellation. if your using this on bike no use. your shirt collar also can operate the touch sensor.Service Experience:-I have purchase this product. In 2 to 3 month find out that right side earbud was not working. so launch service request on there website. The total process took almost 1 month. Pickup person took my headphone by hand. there was no box or packing. company and logistic people themself damaged my product and claimed that I have done this. No use of call discussion. They are just useless are there product.PLEASE DON""T BUY THIS PRODUCT. WASTE OF TIME AND MONEY.",Reviewed in India on 30 May 2022,will not recommend this to product to any one.,2,,0,Mist Grey,Flair
R14QQR2EDUFJ4W,Dhaval p.,"Looks good, features awesome but sound quality is not that satisfactory, compared with boat rockerzz 335. Noice cancellation is very poor also music player sound lowered within a week of purchase when battery drained and not not increasing even after charged(it's locked I guess or software issue), call voice is okay. May be I received defective product., worst Bluetooth experienced ever. It has software issue I guess(gets enough load voice for beep ring and voice call but music volume lowers automatically after few days use) bought 2 models in gap of 12-13 days and both had same issue. Just after 20 days it's voice lowered for music. Waste of money",Reviewed in India on 4 June 2021,"Buy boat rockerzz 335 than this, Worst experience on Amazon",1,https://images-na.ssl-images-amazon.com/images/I/A1xrsGRLKEL.jpg,2,Carbon Black,Flair
R24F44S4ZDXIM7,Ajudiya Mohil," The product is truly amazing, I am writing this review after month of usage.It works totally fine, touch controls perfect, good quality material with premium look, stays petfectly balanced on neck, magnetic controls working fine, battery back up amazing - I have charged only 2 times since delivered and using everyday, takes very less time for charging.Also used in gym with lot of sweat, its fine in that environment not even problem with touch sensor in sweat.The only thing i was disappointed wad noise cancellation, but a talk on the phone didnt have any othr issue.Go for it.",Reviewed in India on 20 September 2021,"Worth it, value for money.",4,"https://m.media-amazon.com/images/I/C1ghRX+6FWS.jpg
https://m.media-amazon.com/images/I/C1slEtM8n+S.jpg",2,Carbon Black,Flair
R980CAV3BCVMN,aniket,"Minimum sound of the headphone is also quite high , if you want to listen to some good and soft music , this is not the product.Magnets are not that good and get s decoupled easily even in simple movement to keep it on table  , so headphone remains on without even you noticing it.Sound quality is good, noise cancellation is good.हेडफोन ची गुणवत्ता चांगली आहे, परंतु सर्वात कमी असलेला आवाज देखील खूप जास्त आहे. यामुळे जुनी, शांत गाणी ऐकण्यासाठी हा हेडफोन उत्तम नाही.हेडफोन चालू किंवा बंद करण्यासाठी चुंबक दिले गेले आहे मात्र हे चुंबक तितकेसे प्रभावी नाही. अगदी टेबल वर ठेवण्याच्या साध्या क्रियेत देखील हेडफोन वेगळे होतात आणि आपल्या नकळत चालू राहतात.",Reviewed in India on 13 February 2022,Feel to the ears,3,,0,Carbon Black,Flair
R3HZPO879Z4WXK,Sanjeev Kataria,"Good but not best neckband in this price range. Sound quality is very good. Bass and treble balanced very fine. We can hear every beat clearly. Sound is enough when listening music but it's low during calls. Touch feature is average, sometimes works well sometime need to press twice or thrice. Battery backup is as per commitment. But in this price range it's ok. The only thing I didn't liked is noice cancellation feature. During calls the other side environment noice disturbs the voice. Look wise its premium and comfortable to wear. Overall its value for money but like it more if it comes with volume control feature.",Reviewed in India on 2 February 2022,Good choice neckband,4,"https://m.media-amazon.com/images/I/61CGj0Jp78L.jpg
https://m.media-amazon.com/images/I/71DOTpzHbbL.jpg",0,Carbon Black,Flair
R30E8O4W6PBN6F,MD samim ansari,Bahut backwash product hai riplesment ke bad bhi sarm nahi aayi phir se usase bhi ghatiya bhej diya yek kadm ki duri bhi call disconnect hone lagta hai paisa ki barbadi hai ye product manganese very very bad Maha ghatiya,Reviewed in India on 28 October 2021,eske bad Maha backwash riplesment bhi kiya aur ghatiya aaya hath me mobil rkho to connect hoga,2,,2,Cobalt Blue,Sense
R129AGF7X8S5N3,Anjali Singh,I bought two earphones together OnePlus and noise . Noise pathetic . It's not working I returned it once and I got a replacement . But 2nd noise earphone it's also not working properly I want a refund but all they doing is replacement . I want my money back,Reviewed in India on 13 January 2022,Noise wireless earphone are pathetic,1,https://m.media-amazon.com/images/I/71SQ2kcBn4L.jpg,3,Jet Black,Sense
RFR6SJJWHVE38,Anupriya,"After one month of use,Headphones figure Sensor not work properly, Sound quality is good but it decrease the mobile sound and self control volume as it has no buttons for volume +/- we have no control. It irritates me when this occurs. PLS provide volume button for +/- . This situation not occur during calling.I'm satisfied  with this product only because it's complete my need that's Battery Backup. As I only use for receiving call, it's Stays around 1 week with use of 12 hrs daily.",Reviewed in India on 12 March 2022,Not good option,3,,0,Forest Green,Flair
R1DM19PW4D8XLL,Rutuja Koli,"Pros:1. Its tech-savvy thing is awesome. Quickly connects to ur device.2. Put the buds together-OFF, seperate the buds-ON. Thats so cool!3. Sound... its toooo loud. I sometimes need a more lower noise than its minimum, really.4. Looks stylish.Cons:1. They say that is has the ""NOISE CANCELATION"" thing. But IT ISN'T REALLY THAT EFFECTIVE2. Feels a little heavy around the neck.",Reviewed in India on 17 November 2021,Nice product! Can be better.,4,"https://m.media-amazon.com/images/I/81+6FqR6k2L.jpg
https://m.media-amazon.com/images/I/81VccL+JuQL.jpg",1,Mist Grey,Flair
